Listing ID,Listing Name,Listing Sync,Show Listing,Listing Status,PMS Name,Base Price,Recommended Base Price,Min Price,Max Price,Bedroom Count,City,Customization Group,Customization Sub Group,Tags,Total Occupancy ( Next 60 Days ),Total Occupancy ( Next 90 Days ),Nights Booked ( Past 7 Days ),Nights Booked ( Past 15 Days )
291913,"Nathan Sukhia 843 (BC) -- Firefly Ridge: MTN View, Hot Tub, Theater, GAMES!",TRUE,TRUE,available,hostaway,250,240.0,105,,4,Townsend,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,BC,Group 2,HA2,MaidTooPerfection,Pet,Safely,Summer,KnoxStaytion,SCounty,1-2BR Cabin,Kyle,NotKnox,TendwellCleaning,MaidTooPerfectionJessica; vrbo:4147168; airbnb:1213830708547192840",78 %,60 %,0,0
291926,"Justin Goodbread 2670 (SCounty) -- Elevation Escape: Pool, Hot Tub, Theater, Games!",TRUE,TRUE,available,hostaway,340,337.0,299,,4,Sevierville,1-4 BR with MINIMUM REQUESTS,,"Group 1,HA5,NotKnox,Pet,Safely,SCounty,Summer,TendwellCleaning,BlessedCleaningTyler,3-4BR,1-2BR Cabin; vrbo:4187936; airbnb:1242008221638017923",77 %,64 %,0,0
294788,Athira George 1646-B -- Smokies Lodge,FALSE,TRUE,hidden,hostaway,9860,Unavailable,,,3,Pigeon Forge,,,,100 %,100 %,0,0
294839,Dan and Melissa Hanlon 131-2 (SCity) -- Cedar Peak Condo - Downtown Sevierville,TRUE,TRUE,available,hostaway,100,108.0,78,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Condo,BlessedCleaningTyler,Group 3,HA1,Junior,Lily,Safely,SCity,1-2BR Cabin,3-4BR,NotKnox,SCounty,Summer; vrbo:4429085; airbnb:1294230451601389450",38 %,33 %,0,7
299225,"Greg Forderhase 1354 (JC) -- Pine Ridge Retreat w/ Hot Tub, Grill, Games & More",TRUE,TRUE,available,hostaway,145,148.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA5,JC,Lily,NORMAL,NotKnox,Safely,3-4BR,SCounty,1-2BR Cabin,Blake; vrbo:4203465; airbnb:1223855718300056281",60 %,51 %,6,11
299676,"Porter Landreth 2316 (SCounty) -- Bear Paddle w/ Pool, Hot Tub, Game Room & Theater!",TRUE,TRUE,available,hostaway,420,406.0,254,,6,Sevierville,5-6 Bedrooms,,"5-6BR,BlessedCleaningTyler,Group 1,HA5,NotKnox,Safely,SCounty,Summer,1-2BR Cabin,3-4BR,Blake; vrbo:4187937; airbnb:1228269462267295086",85 %,73 %,0,0
308118,"Sean Gagnon 411 (GAT) -- Bigfoots Hideout: Hot Tub, LifeSize Games, Theater",TRUE,TRUE,available,hostaway,210,206.0,105,,4,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"GAT,Group 1,HA5,NotKnox,Safely,Summer,TendwellCleaning,BlessedCleaningTyler,3-4BR,SCounty,1-2BR Cabin,Kyle; vrbo:4265185; airbnb:1257826967776201914",78 %,64 %,4,7
81936,Philip Graves 326-202 (BC) · Smokies Sanctuary w/ Mountain Views & Resort Perks -- Smokies Sanctuary w/ Mountain Views & Resort Perks,FALSE,TRUE,hidden,hostaway,135,Unavailable,,,2,Townsend,,,,100 %,100 %,0,0
311934,"Amit Chowdhary 770 (SCounty) -- Pet Friendly w/ Indoor Pool, Hot Tub & Theater!",TRUE,TRUE,available,hostaway,510,435.0,214,,6,Sevierville,5-6 Bedrooms,,"5-6BR,Group 1,HA1,NotKnox,Pet,Safely,SCounty,Summer,TendwellCleaning,BlessedCleaningTyler,1-2BR Cabin,3-4BR,Kyle; vrbo:4256115; airbnb:1260103066392270774",67 %,66 %,4,20
312679,"Jace and Katty Eichorn 1525 (GAT) -- Magnificent View: Hot Tub, Arcade Games & Theater!",TRUE,TRUE,available,hostaway,260,261.0,250,,3,Gatlinburg,1-4 BR with MINIMUM REQUESTS,,"3-4BR,GAT,Group 1,HA1,NotKnox,Safely,Summer,TendwellCleaning,FleurishAlicia,SCounty,1-2BR Cabin; vrbo:4224296; airbnb:1259341099836271491",75 %,50 %,14,27
105603,"Sue Schultz 3118 (SCounty) · Knotty But Nice - Hot Tub, Jacuzzis, & Fireplaces! -- Knotty But Nice - Hot Tub, Jacuzzis, & Fireplaces!",FALSE,TRUE,hidden,hostaway,300,393,,,4,Sevierville,,,,100 %,100 %,0,0
105607,"Sue Schultz 1627 (SCounty) · Highland View - Hot Tub, Pool Table, & Fireplace! -- Highland View - Hot Tub, Pool Table, & Fireplace!",FALSE,TRUE,hidden,hostaway,225,315,,,3,Pigeon Forge,,,,100 %,100 %,0,0
140685,"Julie Seedorf 702 (SCounty) · Lakeside Point - Private Dock, Game Room & Hot Tub -- Lakeside Point - Private Dock, Game Room & Hot Tub",FALSE,TRUE,hidden,hostaway,360,487,,,3,Pigeon Forge,,,,100 %,100 %,0,0
284667,John Robinson 1343 -- Mountain Peak,FALSE,TRUE,hidden,hostaway,9735,Unavailable,,,2,Sevierville,,,airbnb:1184034105551999073,100 %,100 %,0,0
284668,John Robinson 1856 -- Secluded Cabin,FALSE,TRUE,hidden,hostaway,9715,Unavailable,,,2,Sevierville,,,airbnb:1184038918727659212,100 %,100 %,0,0
291937,Dan and Melissa Hanlon 131-1 (SCity) -- Cedar's Condo - Modern Downtown Escape,TRUE,TRUE,available,hostaway,90,93.0,65,,1,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"BlessedCleaningTyler,Group 3,HA2,Junior,Lily,NotKnox,Safely,SCity,3-4BR,1-2BR Cabin,1-2BR Condo,KnoxStaytion,SCounty,Summer; vrbo:4375202; airbnb:1293389806912818363",12 %,8 %,0,7
299218,Lisa Worley 2044-1 (SCounty) · Modern Getaway - Close to Strip! -- Modern Getaway - Close to Strip!,FALSE,TRUE,hidden,hostaway,120,Unavailable,,,2,Sevierville,,,,100 %,100 %,0,0
299233,Lisa Worley 2044-2 (SCounty) · Modern Hideaway - Close to Strip! -- Modern Hideaway - Close to Strip!,FALSE,TRUE,hidden,hostaway,120,Unavailable,,,2,Sevierville,,,,100 %,100 %,0,0
299238,Lisa Worley 2044-3 (SCounty) · Modern Retreat - Close to Strip! -- Modern Retreat - Close to Strip!,FALSE,TRUE,hidden,hostaway,120,Unavailable,,,2,Sevierville,,,,100 %,100 %,0,0
299242,Lisa Worley 2044-4 (SCounty) · The Modern Era - Close to Strip! -- The Modern Era - Close to Strip!,FALSE,TRUE,hidden,hostaway,120,Unavailable,,,2,Sevierville,,,,100 %,100 %,0,0
318372,"Jason Whitehead 659 (GAT) -- Bears Corner w/ Hot Tub, Arcade & Community Pool!",TRUE,TRUE,available,hostaway,200,201.0,95,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"GAT,Group 2,HA1,Katie,NORMAL,NotKnox,Safely,TendwellCleaning,BlessedCleaningTyler,3-4BR,SCounty,1-2BR Cabin,Kyle; vrbo:4284785; airbnb:1275386316844709888",77 %,62 %,9,9
318443,"Abhi Kulkarni 824 (GAT) -- Birchwood Bliss: MTN View, Hot Tub & Outdoor Lounge",TRUE,TRUE,available,hostaway,185,179.0,93,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,GAT,Group 2,HA1,NotKnox,Pet,Regina,Safely,SCounty,HA2,3-4BR,Kyle,NORMAL; vrbo:4263457; airbnb:1273921927938168521",53 %,36 %,0,4
320089,"Chad McDaniel 3012 (SCounty) -- Mountain Haven: Hot Tub, Pool, Arcade,Theater Room",TRUE,TRUE,available,hostaway,310,277.0,110,,4,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 1,HA1,NotKnox,Safely,SCounty,Summer,3-4BR,1-2BR Cabin,Kyle; vrbo:4277645; airbnb:1274697440937786228",90 %,69 %,2,2
322142,"Kathleen Atkins 2417 (KCounty) -- Cozy Cabin in the Woods w/ Playroom, Deck & Lounge",TRUE,TRUE,available,hostaway,260,259.0,110,,4,Knoxville,Knox All listing,Knox 3-4BR,"Group 2,HA2,KCity,Regina,Safely,SCounty,TurnoverProDonnita,KnoxStaytion,3-4BR,1-2BR Cabin,KCounty,Kyle,4BR; vrbo:4288574; airbnb:1284836405592941713",23 %,16 %,0,7
322586,"Chris Scarth 1091 (SCounty) -- Highland Haven w/ Hot Tub, Grill & Pool!",TRUE,TRUE,available,hostaway,180,159.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA1,Lily,NORMAL,NotKnox,Safely,SCounty,3-4BR,1-2BR Cabin; vrbo:4295555; airbnb:1285484286592569650",68 %,57 %,4,4
322672,Jeanine Roddy 2940 (KCity) -- Modern Cityscape - Walk to Campus & Downtown Knox,TRUE,TRUE,available,hostaway,172,169.0,100,,2,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,Group 2,HA2,KCity,Regina,Safely,TurnoverProDonnita,KnoxStaytion,SCounty,1-2BR Cabin,3-4BR,Kyle,2BR; vrbo:4375204; airbnb:1295682820569244986",23 %,19 %,3,9
328412,Freddy Rivas Combo 723/731 (SCounty) -- 2Cabins 16BR/Sleeps 42! Hot Tub/Indoor Pool/Gazebo,FALSE,TRUE,hidden,hostaway,1700,Unavailable,959,,16,Sevierville,,,"7+BR,Blocked Calendar,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,Group 1,1-2BR Cabin,3-4BR,SS,BlessedCleaningTyler; vrbo:4343084",100 %,100 %,0,0
329474,Freddy Rivas Combo 1530/1614 (SCounty) 2Cabins/Sleeps 26-12BR: Pool+HotTub+Theater+Games! -- 2Cabins/Sleeps 26-12BR: Pool+HotTub+Theater+Games!,FALSE,TRUE,hidden,hostaway,1455,1455,359,,12,Sevierville,,,vrbo:4309974; airbnb:1290688116513377107,100 %,100 %,0,0
330381,Angela Newell 1428 (GAT) -- Heights Retreat - Mountain Views & Hot Tub!,TRUE,TRUE,available,hostaway,210,212.0,95,,2,Gatlinburg,1-4 BR with MINIMUM REQUESTS,,"1-2BR Cabin,BlessedCleaningTyler,GAT,Group 2,HA1,NotKnox,Regina,Safely,SCounty,1-2BR Condo,3-4BR,Kyle; vrbo:4375206; airbnb:1308746752436501294",78 %,72 %,12,12
331371,Freddy Rivas Combo 1628/1654 (SCounty) -- Sleeps 26!2Cabins-12BR:Pool+Hot Tub+Theater+Games,FALSE,TRUE,hidden,hostaway,1455,Unavailable,359,,12,Sevierville,,,"Blocked Calendar,HA1,SCounty,1-2BR Cabin,3-4BR,7+BR,BlessedCleaningTyler,Group 1,HA5,NotKnox; vrbo:4343085",100 %,100 %,0,0
331435,"Paul Leamon 1120 (GAT) -- Hillbilly Hilton: Hot Tub, Game Room, MTN View!",TRUE,TRUE,available,hostaway,405,375.0,189,,5,Gatlinburg,5-6 Bedrooms,,"5-6BR,BlessedCleaningTyler,GAT,Group 2,HA1,NotKnox,Safely,Summer,SCounty,1-2BR Cabin,3-4BR; vrbo:4341283; airbnb:1294218930600657784",75 %,53 %,5,19
332092,Renee Carter 123 (BC) -- Peaceful Heights with Cozy Decks & a Smart TV!,TRUE,TRUE,available,hostaway,120,126.0,78,,2,Townsend,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BCounty,Group 2,HA1,Katie,NORMAL,NotKnox,Safely,TendwellCleaning,SCounty,3-4BR,BC,Kyle,MaidTooPerfectionJessica; vrbo:4341289; airbnb:1295060189306366955",57 %,41 %,6,15
336439,Nicole Allison 3690 (PF) -- Cozy Smoky Mountain Escape w/ Private Deck & Community Pool,TRUE,TRUE,available,hostaway,110,114.0,70,,2,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,GAT,Group 3,HA1,Junior,Lily,NotKnox,Safely,SCounty,3-4BR,Pet,PF; vrbo:4479559; airbnb:1360190750635334286",65 %,47 %,15,36
336450,"Chris Montagna 2104 (SCounty) -- Peaky Woods Cabin - Hot Tub, Game Room,  MTN Views",TRUE,TRUE,available,hostaway,140,143.0,90,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA1,Katie,NotKnox,Pet,Safely,SCounty,3-4BR,Summer,1-2BR Cabin,Kyle; vrbo:4375207; airbnb:1303572731300488408",45 %,34 %,2,14
343231,"Kachi Nwabuko 2087 (SCounty) -- Galaxy Splash: Hot Tub, Pool, Theater, & MTN Views",TRUE,TRUE,available,hostaway,145,146.0,93,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Katie,NORMAL,NotKnox,Safely,SCounty,TendwellCleaning,OglesCleaningTrenton,3-4BR,1-2BR Cabin,Kyle; vrbo:4440876",37 %,31 %,0,16
349115,Alex Cameron 1502 (KCity) -- Knoxville Charm Cottage: 5.2 miles to Market Square,TRUE,TRUE,available,hostaway,225,221.0,109,,3,Knoxville,Knox All listing,Knox 3-4BR,"Group 3,HA2,KCity,Regina,TurnoverProDonnita,KnoxStaytion,3-4BR,SCounty,1-2BR Cabin,Group 2,Kyle,3BR; vrbo:4396907; airbnb:1336281091617137516",57 %,38 %,0,0
349839,"Daniel Shepherd 2005 (SCounty) -- Valley View Cabin: View, Hot Tub, Fireplace, Grill",TRUE,TRUE,available,hostaway,180,178.0,100,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 2,HA1,NotKnox,Safely,SCounty,Summer,HA3,3-4BR; vrbo:4393302; airbnb:1335536873144669305",80 %,62 %,11,11
349853,"Walter Franey 2170 (SCounty) -- Big Blue Mist w/ Hot Tub, Grill, Fireplace & GAMES",TRUE,TRUE,available,hostaway,170,172.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"1-2BR Cabin,Group 1,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,BlessedCleaningTyler,3-4BR,Group 2; vrbo:4395173; airbnb:1338389038722691562",80 %,58 %,26,34
351688,"Josh Cowan 2683 (PF) -- Valley Heights w/ Hot Tub, Life Suze Games, Lounge",TRUE,TRUE,available,hostaway,190,178.0,90,,3,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,Group 2,HA1,Katie,NotKnox,PF,Safely,TendwellCleaning,FleurishAlicia,Summer,SCounty,1-2BR Cabin,Kyle; vrbo:4468114; airbnb:1354408197040547807",67 %,44 %,0,0
352889,"Dylan Robinson Combo 3738/3734 (PF) -- 2 Cabins! Sleeps 28-8BR! Pool, Hot Tub, Game Room!",TRUE,TRUE,available,hostaway,859,873.0,480,,8,Pigeon Forge,Cabins/Houses (7+ Bedrooms),,"5-6BR,7+BR,BlessedCleaningTyler,Group 1,HA4,NotKnox,PF,Safely,Summer,SCounty,1-2BR Cabin,3-4BR; vrbo:4415651; airbnb:1339140813191611236",100 %,100 %,0,0
353223,"Dylan Robinson Combo 3742/3746 (PF) -- Splendid 2Cabins, Sleeps 28! Pool, Hot Tub & More!",TRUE,TRUE,available,hostaway,859,886.0,480,,8,Pigeon Forge,Cabins/Houses (7+ Bedrooms),,"5-6BR,7+BR,BlessedCleaningTyler,Group 1,HA4,NotKnox,PF,Safely,Summer,SCounty,1-2BR Cabin,3-4BR; vrbo:4415653; airbnb:1340553022300716744",100 %,87 %,0,0
356560,"Laurie Keenan 2587 (SCounty) -- Whiskey Stone - Hot Tub, Fireplace, Grill & Arcade",TRUE,TRUE,available,hostaway,115,118.0,70,,1,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,NotKnox,Regina,Safely,SCounty,TendwellCleaning,BlessedCleaningTyler,3-4BR,Kyle; vrbo:4477768; airbnb:1353661143649494798",57 %,38 %,0,11
356571,"Laurie Keenan 2589 (SCounty) -- Whiskey Barrel w/ Hot Tub, Arcade Game & Fire Pit!",TRUE,TRUE,available,hostaway,130,128.0,75,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,NotKnox,Regina,Safely,SCounty,TendwellCleaning,BlessedCleaningTyler,3-4BR,Kyle; vrbo:4477770; airbnb:1353748641298636686",48 %,32 %,0,0
356573,"Stephen Obeng 1580 (GAT) -- Wanderers Retreat: Hot Tub, Multicade, Grill, MORE",TRUE,TRUE,available,hostaway,135,140.0,90,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"GAT,Group 2,Safely,Summer,TendwellCleaning,SCounty,HA3,1-2BR Cabin,3-4BR,BlessedCleaningTyler,HA1,Kyle,NotKnox; vrbo:4459383; airbnb:1355859634720662035",70 %,51 %,4,4
357048,"Shaun Halberstadt 417 (PF) -- Twilight Mist Getaway | Pool, Hot Tub + Game Room!",TRUE,TRUE,available,hostaway,270,257.0,105,,3,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,BlessedCleaningTyler,Group 1,HA1,NotKnox,PF,Safely,Summer,SCounty,1-2BR Cabin; vrbo:4475804; airbnb:1369658574720771534",75 %,57 %,4,10
357125,Scarlett Cornell 3001-108 (KCity) -- Knox Hideaway - 2.3 miles to Market Square!,TRUE,TRUE,available,hostaway,210,222.0,109,,3,Knoxville,Knox All listing,Knox 3-4BR,"3-4BR,Group 2,HA2,KCity,knoxville,Lily,Safely,TurnoverProDonnita,KnoxStaytion,SCounty,1-2BR Cabin,3BR; vrbo:4494435; airbnb:1356603878659266385",100 %,100 %,0,0
357132,Scarlett Cornell 3001-510 (KCity) -- Rivertowne Escape | Downtown Knoxville,TRUE,TRUE,available,hostaway,240,238.0,119,,3,Knoxville,Knox All listing,Knox 3-4BR,"Group 2,HA2,KCity,knoxville,Lily,Safely,TurnoverProDonnita,KnoxStaytion,3-4BR,SCounty,1-2BR Cabin,3BR; vrbo:4494436; airbnb:1358891146272370586",97 %,98 %,0,2
357497,Michael Rohwer 2455 -- Modern Rustic Lodge,FALSE,TRUE,hidden,hostaway,,Unavailable,,,,Sevierville,,,,100 %,100 %,Unavailable,Unavailable
84247,Dylan Robinson 2520 (SH2) (KCounty) · Revived Schoolhouse near Downtown & UT Campus -- Revived Schoolhouse near Downtown & UT Campus,FALSE,TRUE,hidden,hostaway,145,Unavailable,,,3,Knoxville,,,,0 %,0 %,0,0
84253,Dylan Robinson 2522 (SH1) (KCounty) · Restored Schoolhouse near Downtown & UT Campus -- Restored Schoolhouse near Downtown & UT Campus,FALSE,TRUE,hidden,hostaway,130,Unavailable,,,3,Knoxville,,,,0 %,0 %,0,0
244713,"Washington Sardella 1238 (SCounty) · Log Cabin with Hot Tub, Fire Pit, Gym, & More! -- Log Cabin with Hot Tub, Fire Pit, Gym, & More!",FALSE,TRUE,hidden,hostaway,280,280,,,4,Sevierville,,,vrbo:3912328; airbnb:1143461121580203963,0 %,0 %,0,0
358936,Tim Carroll 1260-8302 -- Ski View Loft,FALSE,TRUE,hidden,hostaway,150,150,89,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,airbnb:1351518363548029578,100 %,100 %,0,0
358963,Kirk Kelso 116-102 -- Rustic City Loft,FALSE,TRUE,hidden,hostaway,122,Unavailable,79,,,Knoxville,,,,100 %,100 %,Unavailable,Unavailable
363180,Ryan Carter 290 -- The Grand Chalet,FALSE,TRUE,hidden,hostaway,555,962,159,,6,Sevierville,1-4BR Cabins / House,5-6 Bedrooms,airbnb:1360978411060093594,100 %,100 %,0,0
363185,"Sanjay Arukala 1728 (SCounty) -- Bear Paw Hideaway: Hot Tub, Theater & Multicade!",TRUE,TRUE,available,hostaway,195,192.0,100,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Katie,NORMAL,NotKnox,Safely,SCounty,TendwellCleaning,OglesCleaningTrenton,3-4BR,1-2BR Cabin; vrbo:4479563; airbnb:1366064643126128115",65 %,43 %,5,13
366679,"Kim Mills 1654 (SCity) -- Grey Wood Lodge | Hot Tub, Fireplace & Games!",TRUE,TRUE,available,hostaway,230,236.0,160,,5,Sevierville,5-6 Bedrooms,,"5-6BR,BlessedCleaningTyler,Group 1,HA1,NotKnox,Pet,SCity,Summer,3-4BR,SCounty,1-2BR Cabin,Kyle; vrbo:4542520; airbnb:1368957606414358304",65 %,52 %,5,22
366682,"Kim Mills 2222 (PF) -- Beary Cottage | Hot Tub, Grill & Arcade Games!",TRUE,TRUE,available,hostaway,165,171.0,90,,2,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 1,HA1,NotKnox,Pet,PF,Summer,SCounty,3-4BR,Kyle; vrbo:4542522; airbnb:1368963957724072558",75 %,54 %,4,14
367540,"Graham Brown 3940 (SCounty) -- MTN View, Community Pool, Game Room, & Hot Tub!",TRUE,TRUE,available,hostaway,320,339.0,129,,5,Pigeon Forge,5-6 Bedrooms,,"5-6BR,Group 2,HA1,Katie,NotKnox,Safely,SCounty,TendwellCleaning,BlessedCleaningTyler,Summer,1-2BR Cabin,3-4BR,Kyle; vrbo:4479565; airbnb:614293346304097575",42 %,33 %,9,9
367835,"Cristina Turcan 8540 (BC) -- The Skinners Cabin: Hot Tub, Fireplace & Grill!",TRUE,TRUE,available,hostaway,165,162.0,100,,4,Townsend,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,BC,Group 2,HA1,NotKnox,Regina,Safely,TendwellCleaning,SCounty,1-2BR Cabin,Kyle,MaidTooPerfectionJessica,EasyBNBAmanda; vrbo:4549109; airbnb:1371755542031639561",63 %,49 %,6,16
367983,"Erica Sadler 1625 (SCounty) -- Bear Claw Hideaway | View, Hot Tub, LifeSize Gamesb",TRUE,TRUE,available,hostaway,190,168.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA1,Lily,NORMAL,NotKnox,Pet,Safely,SCounty,3-4BR,1-2BR Cabin,MagicleanAnya; vrbo:4515279; airbnb:1386224369083832450",68 %,46 %,4,4
367999,"Luning Wang 1056 (SCounty) -- Grand Theatre Lodge: View, Hot Tub, Pool & GAMES!",TRUE,TRUE,available,hostaway,765,689.0,500,,8,Sevierville,Cabins/Houses (7+ Bedrooms),,"7+BR,BlessedCleaningTyler,Group 1,HA1,NotKnox,Safely,SCounty,Summer,1-2BR Cabin,3-4BR,Kyle; vrbo:4511309; airbnb:1374054738321033092",65 %,53 %,15,22
368011,"Mike Nahom 622 (GAT) -- Timber Log Cabin: Hot Tub, Pool Table, Games, MORE",TRUE,TRUE,available,hostaway,230,220.0,95,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,GAT,Group 2,HA1,NotKnox,Safely,Summer,TendwellCleaning,BlessedCleaningTyler,SCounty,3-4BR; vrbo:4527656; airbnb:1381312472145371779",87 %,66 %,0,0
370119,"Kylie Willis 914 (SCounty) -- Blue Mist Lodge: Hot Tub, Outdoor Lounge, MORE",TRUE,TRUE,available,hostaway,190,189.0,92,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,Lily,Pet,Safely,SCounty,TendwellCleaning,BlessedCleaningTyler,NotKnox,Summer,3-4BR,Group 1,Kyle; vrbo:4523828; airbnb:1381149715647699385",70 %,60 %,0,0
370142,Michael Hooper 2335 (SCounty) -- The Secret Nest | Hot Tub & Jacuzzi Tub + Pet Friendly!,TRUE,TRUE,available,hostaway,135,136.0,65,,1,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 3,HA1,NotKnox,Pet,Regina,Safely,SCounty,3-4BR,Group 2,Kyle; vrbo:4511312; airbnb:1384127506629765667",38 %,26 %,5,5
370390,"Walter Franey 3325 (SCounty) -- Big Blue Ridge | MTN Views, Hot Tub, Pool Table!",TRUE,TRUE,available,hostaway,210,199.0,100,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"1-2BR Cabin,Group 1,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,BlessedCleaningTyler,3-4BR; vrbo:4502964; airbnb:1374798543911770531",63 %,51 %,0,10
370539,Mark Mobley 135-102 (KCity) -- The Quiet Old City Hideout,TRUE,TRUE,available,hostaway,140,138.0,89,,2,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,Group 2,HA2,KCity,MadersCleaningTeresa,Safely,Summer,KnoxStaytion,EasyBNBAmanda,SCounty,1-2BR Cabin,3-4BR,2BR; vrbo:4502965; airbnb:1381968993816792691",53 %,36 %,8,19
370546,"Kristen Cannon 428 (GAT) -- Moody Mountain Lodge: MTN Views, Hot Tub, GameRoom",TRUE,TRUE,available,hostaway,260,260.0,105,,4,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"GAT,Group 2,HA1,NotKnox,Safely,Summer,TendwellCleaning,BlessedCleaningTyler,3-4BR,SCounty,1-2BR Cabin,Group 1,Kyle; vrbo:4511313; airbnb:1382033270396193390",63 %,49 %,0,0
373559,"Cameron Penn 1750 (SCounty) -- Nature's Nest | MTN View, Hot Tub & Arcade Games!",TRUE,TRUE,available,hostaway,210,207.0,90,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,BlessedCleaningTyler,3-4BR; vrbo:4549113; airbnb:1381839871589850842",82 %,57 %,0,0
374398,"John Kirkman 510 (GAT) -- Secluded Escape | Views, Hot Tub, Outdoor Lounge!",TRUE,TRUE,available,hostaway,220,217.0,150,,5,Gatlinburg,5-6 Bedrooms,,"5-6BR,GAT,Group 2,HA1,Lily,NORMAL,NotKnox,Safely,TendwellCleaning,FleurishAlicia,SCounty,1-2BR Cabin,3-4BR,Kyle; vrbo:4564022; airbnb:1394299322757713429",57 %,46 %,13,33
374404,"Dustin Francis 3213 (SCounty) -- Smoky Ridge Hideaway: Views, Hot Tub, Game Room!",TRUE,TRUE,available,hostaway,170,170.0,90,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 2,HA1,Lily,NORMAL,NotKnox,Safely,SCounty,3-4BR; vrbo:4641522; airbnb:1390657082329576380",73 %,68 %,0,0
374406,"Elizabeth Garcia 309 (GAT) -- Smoky Mountain Gem | MTN View, Hot Tub, Grill!",TRUE,TRUE,available,hostaway,130,136.0,90,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,GAT,Group 3,HA1,Junior,Lily,NotKnox,Safely,3-4BR,SCounty,1-2BR Cabin; vrbo:4515280; airbnb:1387005564755141280",57 %,38 %,10,21
375171,"Dylan Robinson 768 (SCounty) -- The Lookout at Chalet Village: Hot Tub, Games+MORE",TRUE,TRUE,available,hostaway,555,490.0,219,,5,Gatlinburg,5-6 Bedrooms,,"5-6BR,BlessedCleaningTyler,Group 1,HA4,NotKnox,Safely,SCounty,Summer,3-4BR,1-2BR Cabin; vrbo:4564025; airbnb:1385604088246009707",68 %,64 %,0,9
